obs_self_x,obs_self_y,obs_self_hp,obs_self_isDead,obs_self_hasSpike,obs_paranoia_charges,obs_recon_charges,obs_spike_state,obs_spike_isPlanted,obs_spike_relPlanted_x,obs_spike_relPlanted_y,obs_spike_isDropped,obs_spike_relDropped_x,obs_spike_relDropped_y,obs_agent0_relation,obs_agent0_rel_x,obs_agent0_rel_y,obs_agent0_hp,obs_agent0_isDead,obs_agent1_relation,obs_agent1_rel_x,obs_agent1_rel_y,obs_agent1_hp,obs_agent1_isDead,obs_agent2_relation,obs_agent2_rel_x,obs_agent2_rel_y,obs_agent2_hp,obs_agent2_isDead,obs_agent3_relation,obs_agent3_rel_x,obs_agent3_rel_y,obs_agent3_hp,obs_agent3_isDead,act_type,act_grid_x,act_grid_y,act_ability_target_x,act_ability_target_y
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0055,-6.0,1.5,0.0,-1.0,28.1084,-18.0,1.5,0.0,1.0,0.0,-5.4175,1.5,0.0,1.0,19.0,-2.1083,1.5,0.0,Move,-19,-5,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,17.5,-14.5,-1.0,18.0,-18.0014,0.0,1.0,-1.0,1.0,-11.0,1.5,0.0,1.0,16.0043,-8.0,1.5,0.0,-1.0,8.9985,-5.4988,1.5,0.0,Stay,0,0,0,0
-1.1451,-4.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.9996,-5.0,1.5,0.0,1.0,0.6451,2.0492,1.5,0.0,-1.0,16.6483,10.0,1.5,0.0,1.0,1.6451,-6.0,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.9985,-20.0,1.5,0.0,-1.0,-3.0,-16.1254,1.5,0.0,1.0,18.0,0.0,1.5,0.0,-1.0,-3.0,-18.0088,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0077,-8.0,1.5,0.0,-1.0,-12.9997,-18.1808,1.5,0.0,1.0,-16.8191,-4.9982,1.5,0.0,1.0,-16.0,-8.9975,1.5,0.0,Move,3,7,0,0
18.503,8.5,1.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-37.503,-7.5,-1.0,-37.003,-6.6992,0.0,1.0,-1.0,-28.003,-6.9953,1.1,0.0,1.0,-2.0016,-6.0,1.5,0.0,-1.0,-27.9952,-5.0,1.1,0.0,Move,16,2,0,0
18.503,8.5,1.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-37.503,-7.5,-1.0,-37.003,-6.6992,0.0,1.0,-1.0,-29.9697,-7.0,1.1,0.0,1.0,-2.0016,-6.0,1.5,0.0,-1.0,-28.003,-6.9667,1.1,0.0,Stay,0,0,0,0
18.5,2.5,1.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-18.0,4.0,1.5,0.0,-1.0,-1.9905,0.0,1.5,0.0,1.0,-17.0,2.0,1.5,0.0,1.0,-1.0818,-12.0,1.5,0.0,Paranoia,0,0,16,2
10.4956,-9.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.0098,12.0,1.5,0.0,-1.0,-25.9956,18.0,1.5,0.0,-1.0,-25.9956,15.0055,1.5,0.0,-1.0,-6.9956,18.0019,1.5,0.0,Stay,0,0,0,0
-3.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,20.005,11.0,1.5,0.0,1.0,1.0,0.0,1.5,0.0,-1.0,4.997,11.0,-0.8,1.0,-1.0,-13.0084,7.0,1.5,0.0,Stay,0,0,0,0
-18.5,-3.4989,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.005,3.9989,1.5,0.0,-1.0,16.0,-7.0011,1.5,0.0,1.0,19.9971,3.9989,-0.8,1.0,1.0,22.0006,-0.0011,1.5,0.0,Stay,0,0,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-21.0,-21.0,1.5,0.0,-1.0,-19.0,-17.0011,1.5,0.0,1.0,-36.9959,-5.165,1.5,0.0,1.0,-35.0,-10.7735,1.5,0.0,Move,19,8,0,0
-15.5,-0.4981,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,13.0038,-8.0019,1.5,0.0,-1.0,12.0,-8.0019,1.5,0.0,1.0,32.0016,2.9981,1.5,0.0,-1.0,13.0,-9.0082,1.5,0.0,Stay,0,0,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,9.5359,-17.0,1.5,0.0,-1.0,12.1598,-17.0,1.5,0.0,1.0,34.0,2.0,1.5,0.0,-1.0,13.0,-15.0,1.5,0.0,Move,-19,-5,0,0
-17.5,4.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,16.0,-15.0,1.5,0.0,-1.0,18.9996,-5.7159,1.5,0.0,1.0,2.0,-5.0,1.5,0.0,-1.0,17.0,-8.0,1.5,0.0,Move,-19,4,0,0
-2.5,-9.5046,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,21.0,18.0046,1.5,0.0,1.0,4.6219,0.0046,1.5,0.0,-1.0,-13.0,18.0046,1.5,0.0,-1.0,-13.0,17.0046,1.5,0.0,Stay,0,0,0,0
-18.5,-3.4861,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,16.0038,-5.0139,0.0,1.0,-1.0,19.0,9.9861,1.5,0.0,1.0,35.0016,5.9861,1.5,0.0,-1.0,20.0,3.9799,1.5,0.0,Move,-19,-3,0,0
16.5026,10.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0026,0.0,1.5,0.0,-1.0,1.9974,-12.8342,1.5,0.0,1.0,-32.0026,-10.9913,1.5,0.0,1.0,-35.0026,-6.9943,1.5,0.0,Paranoia,0,0,18,-3
10.5,4.5,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-12.9962,-13.0,1.5,0.0,-1.0,-14.0,-13.0,1.5,0.0,1.0,6.0016,-2.0,1.5,0.0,-1.0,-13.0,-14.0064,1.5,0.0,Move,10,3,0,0
3.5,10.2665,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.004,-7.7665,1.5,0.0,-1.0,11.9903,-19.7665,1.5,0.0,1.0,-19.0,-8.3016,1.5,0.0,1.0,-19.0,-10.7655,1.5,0.0,Move,-16,-1,0,0
5.5,-3.5033,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.005,4.0033,1.5,0.0,-1.0,-8.0,-6.9967,1.5,0.0,1.0,-4.003,4.0033,-0.8,1.0,1.0,-24.0,0.0044,1.5,0.0,Stay,0,0,0,0
-1.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.5897,1.5,0.0,-1.0,-16.0,15.0,1.5,0.0,-1.0,-14.0,10.0,1.5,0.0,1.0,0.2851,6.0,1.5,0.0,Stay,0,0,0,0
18.5,2.4984,0.7,0.0,0.0,0.0,1.0,3.0,1.0,-0.5,-0.4984,0.0,0.0,0.0,-1.0,0.0,4.0017,0.0,1.0,1.0,0.0,0.0016,-0.8,1.0,-1.0,-5.0073,3.0017,1.5,0.0,-1.0,-13.0082,-11.9984,1.5,0.0,Stay,0,0,0,0
-3.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,1.0,4.0,0.0,1.5,0.0,-1.0,-12.0,19.0,1.5,0.0,-1.0,-12.0,18.0,1.5,0.0,Stay,0,0,0,0
16.5087,2.5,1.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.4913,-2.5,-1.0,1.9913,-8.6934,0.0,1.0,1.0,-35.0087,-6.9991,1.5,0.0,1.0,-32.0087,-2.9911,1.5,0.0,1.0,-21.0087,3.0,1.5,0.0,Stay,0,0,0,0
-0.6592,-6.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,18.0073,9.0001,1.5,0.0,1.0,-1.8408,-2.0,1.5,0.0,-1.0,-14.8408,15.0,1.5,0.0,-1.0,-14.8408,13.0047,1.5,0.0,Stay,0,0,0,0
16.5087,2.5,1.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.4913,-2.5,-1.0,1.9913,-8.6934,0.0,1.0,1.0,-35.0087,-6.9991,1.5,0.0,1.0,-32.0087,-2.9911,1.5,0.0,1.0,-21.0087,3.0,1.5,0.0,Stay,0,0,0,0
-2.4908,-8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-10.0092,0.9998,1.5,0.0,1.0,1.9908,4.9998,1.5,0.0,-1.0,18.9922,11.0,1.5,0.0,1.0,1.9908,7.0,1.5,0.0,Stay,0,0,0,0
11.5,-2.4903,1.5,0.0,0.0,1.0,0.0,3.0,1.0,6.5,4.4903,0.0,0.0,0.0,-1.0,7.0,4.9863,-0.4,1.0,-1.0,-6.0,8.9903,1.5,0.0,1.0,5.0,4.9903,0.0,1.0,-1.0,-8.0014,8.9903,1.1,0.0,Move,18,1,0,0
0.5,-3.5075,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,16.004,6.0075,1.5,0.0,1.0,18.0,-0.2849,1.5,0.0,-1.0,-19.0,0.0094,1.5,0.0,-1.0,-16.0,3.0085,1.5,0.0,Stay,0,0,0,0
-12.5,-9.4965,1.5,0.0,0.0,1.0,1.0,3.0,1.0,30.5,11.4965,0.0,0.0,0.0,1.0,31.0,15.9965,0.0,1.0,-1.0,31.0,11.9965,-0.8,1.0,1.0,12.5953,14.9965,1.5,0.0,1.0,18.0,4.0001,0.7,0.0,Move,18,-10,0,0
-0.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.5,0.0,1.0,1.0,13.0,1.5,0.0,-1.0,-16.9999,15.0079,1.5,0.0,-1.0,-15.0,10.0,1.5,0.0,Stay,0,0,0,0
-18.5,-3.4962,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.99,5.9962,1.5,0.0,-1.0,16.0,-7.0038,1.5,0.0,1.0,26.9926,8.9962,1.5,0.0,1.0,36.9962,5.552,1.5,0.0,Stay,0,0,0,0
18.5077,8.5,1.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.5077,-15.5,1.0,-1.999,-6.0,1.5,0.0,-1.0,-0.0077,-14.6934,0.0,1.0,1.0,-37.0077,-12.9991,1.5,0.0,1.0,-34.0077,-8.9911,1.5,0.0,Move,18,7,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,34.0,-16.0,1.5,0.0,-1.0,19.0,-9.0,1.5,0.0,1.0,31.0033,-3.0,1.5,0.0,-1.0,17.0,-10.0,1.5,0.0,Move,-19,-5,0,0
16.5043,2.5,1.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.4957,-10.5,-1.0,1.9957,-10.0014,0.0,1.0,-1.0,-15.0043,-3.0,1.5,0.0,-1.0,-15.0043,2.8035,1.5,0.0,-1.0,-6.0099,-12.0,1.5,0.0,Stay,0,0,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.0,-19.0,1.5,0.0,-1.0,12.0,-19.0,1.5,0.0,1.0,34.0,2.0,1.5,0.0,-1.0,13.0,-19.0,1.5,0.0,Move,-19,-1,0,0
13.5015,-1.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9985,2.0507,1.5,0.0,-1.0,-16.0015,-9.0,1.5,0.0,1.0,-13.0057,2.0,0.7,0.0,1.0,-29.9946,7.0,1.5,0.0,Stay,0,0,0,0
1.0276,-9.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.4724,12.0,1.5,0.0,1.0,17.4705,0.4636,1.5,0.0,-1.0,-17.3034,10.0007,1.5,0.0,-1.0,-16.5276,9.0054,1.5,0.0,Stay,0,0,0,0
16.5026,10.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0026,0.0,1.5,0.0,-1.0,1.9974,-14.6082,1.5,0.0,1.0,-32.0026,-10.9913,1.5,0.0,1.0,-35.0026,-6.9943,1.5,0.0,ReconBolt,0,0,18,2
-2.5,-6.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,20.0074,9.0001,1.5,0.0,1.0,-6.9841,-2.0,1.5,0.0,-1.0,-13.0,15.0,1.5,0.0,-1.0,-13.0,11.931,1.5,0.0,Stay,0,0,0,0
16.5,2.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.1168,-12.0,1.5,0.0,1.0,-32.0,2.0035,1.5,0.0,1.0,-32.0,-2.2724,1.5,0.0,1.0,-15.0019,8.0,1.5,0.0,Stay,0,0,0,0
3.4941,10.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.9941,-21.0,1.5,0.0,-1.0,1.0046,-5.0,0.7,0.0,1.0,-20.9941,-6.0,1.5,0.0,1.0,-18.9941,-11.0,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-21.0,1.5,0.0,-1.0,0.0,-21.0,1.5,0.0,1.0,-16.0,-2.0,1.5,0.0,1.0,-16.0,-3.0,1.5,0.0,Move,2,-2,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-21.0,1.5,0.0,-1.0,0.0,-21.0,1.5,0.0,1.0,-16.0,-2.0,1.5,0.0,1.0,-16.0,-3.0,1.5,0.0,Move,10,8,0,0
3.5,5.5037,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.9994,2.9963,1.5,0.0,-1.0,-6.0,-16.0038,1.5,0.0,1.0,-19.9931,-0.0037,1.5,0.0,1.0,13.0,-3.0037,1.5,0.0,Paranoia,0,0,2,7
3.5,7.502,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.9962,-16.002,1.5,0.0,-1.0,-7.0,-16.002,1.5,0.0,1.0,13.0016,-5.002,1.5,0.0,-1.0,-6.0,-17.0083,1.5,0.0,Move,9,10,0,0
1.4939,-1.1521,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.9939,-9.3479,1.5,0.0,1.0,0.0061,2.6465,1.5,0.0,-1.0,-18.9938,5.66,1.5,0.0,-1.0,-16.9939,0.6521,1.5,0.0,Stay,0,0,0,0
-18.5,3.4973,1.1,0.0,0.0,0.0,1.0,3.0,1.0,-0.5,-0.4973,0.0,0.0,0.0,-1.0,28.0021,-4.4922,1.5,0.0,1.0,0.0,-2.3849,0.0,1.0,-1.0,0.0,1.0027,0.0,1.0,-1.0,0.0054,-1.9973,-0.4,1.0,Stay,0,0,0,0
1.5,3.501,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,-14.001,1.5,0.0,-1.0,1.0018,-4.001,1.5,0.0,1.0,-18.9999,1.0069,1.5,0.0,1.0,-17.0,-4.001,1.5,0.0,Move,1,4,0,0
5.5,6.5,1.5,0.0,0.0,1.0,1.0,3.0,1.0,12.5,-4.5,0.0,0.0,0.0,1.0,13.0,-4.004,-0.4,1.0,-1.0,11.0,-4.0,0.0,1.0,1.0,-2.0015,0.0,1.1,0.0,1.0,13.9974,-12.0,0.7,0.0,Stay,0,0,0,0
1.5,5.4926,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.9962,-13.9926,0.0,1.0,-1.0,15.0016,-2.9926,1.5,0.0,1.0,0.0,-4.9988,1.5,0.0,1.0,6.8483,-14.9926,1.5,0.0,Stay,0,0,0,0
-2.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,22.0,21.0,1.5,0.0,-1.0,3.0,21.0,1.5,0.0,-1.0,-13.0,17.1359,1.5,0.0,-1.0,21.0,21.0,1.5,0.0,Stay,0,0,0,0
-18.5,3.5005,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,37.0,-6.0096,1.5,0.0,-1.0,26.2573,-3.0005,1.5,0.0,1.0,34.0033,1.9995,1.5,0.0,-1.0,19.1959,-0.812,1.5,0.0,Stay,0,0,0,0
18.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0007,-20.0,1.5,0.0,-1.0,-19.0,-15.0,1.5,0.0,-1.0,-20.0029,-15.0,1.5,0.0,-1.0,-18.0,-21.0,1.5,0.0,Stay,0,0,0,0
18.5,8.5,1.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.5,-8.5,1.0,-0.0025,-6.0,1.5,0.0,-1.0,0.0,-14.6934,0.0,1.0,1.0,-19.0001,-10.9917,0.0,1.0,1.0,-16.0055,-10.0,-0.4,1.0,Stay,0,0,0,0
16.5097,7.5,1.1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.4903,-7.5,1.0,-0.001,-5.0,1.5,0.0,-1.0,1.9903,-13.6934,0.0,1.0,1.0,-35.0097,-11.9991,1.5,0.0,1.0,-32.0097,-7.9911,1.5,0.0,Stay,0,0,0,0
0.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,18.0,21.0,1.5,0.0,1.0,-2.0,0.0,1.5,0.0,-1.0,-16.0,19.0,1.5,0.0,-1.0,-16.0,18.0,1.5,0.0,Paranoia,0,0,16,2
-3.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.5,0.0,-1.0,22.0,21.0,1.5,0.0,1.0,1.0,0.0,1.5,0.0,1.0,4.0,0.0,1.5,0.0,Stay,0,0,0,0
-2.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,19.005,11.0,1.5,0.0,-1.0,3.997,11.0,-0.8,1.0,-1.0,-11.0,3.0061,-0.4,1.0,-1.0,6.0005,7.0,1.5,0.0,Stay,0,0,0,0
-1.5,-9.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,20.0,12.0,1.5,0.0,1.0,-1.0,1.0,1.5,0.0,-1.0,-11.0,3.7903,1.5,0.0,-1.0,-12.0,4.0037,1.5,0.0,Stay,0,0,0,0
-2.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,21.0,21.0,1.5,0.0,1.0,1.9987,1.0,1.5,0.0,-1.0,-13.0,19.0,1.5,0.0,-1.0,-13.0,18.0,1.5,0.0,Stay,0,0,0,0
-0.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,19.0,18.32,1.5,0.0,1.0,3.6801,1.0,1.5,0.0,-1.0,-15.0,19.0,1.5,0.0,-1.0,-15.0,18.0,1.5,0.0,Stay,0,0,0,0
-10.4936,-8.5,1.5,0.0,0.0,1.0,1.0,3.0,1.0,-8.5064,11.5,0.0,0.0,0.0,-1.0,8.0017,7.0,1.5,0.0,1.0,-8.0064,9.6124,0.0,1.0,-1.0,-8.0064,13.0,0.0,1.0,-1.0,-8.001,10.0,-0.4,1.0,Stay,0,0,0,0
-18.5,-1.4998,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,17.0,-9.0002,1.5,0.0,-1.0,27.9997,6.9998,1.5,0.0,1.0,0.6142,-1.998,1.5,0.0,-1.0,19.3849,4.998,-0.1,1.0,Stay,0,0,0,0
13.7867,-1.5,1.5,0.0,0.0,1.0,0.0,3.0,1.0,4.2133,3.5,0.0,0.0,0.0,-1.0,4.7133,3.996,-0.4,1.0,-1.0,-8.2867,8.0,1.5,0.0,1.0,2.7133,4.0,0.0,1.0,-1.0,-10.2882,8.0,1.1,0.0,Move,14,-2,0,0
18.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-20.0,-21.0,1.5,0.0,1.0,-34.0,-2.0,1.5,0.0,1.0,-34.0,-3.0,1.5,0.0,1.0,-18.0,0.0,1.5,0.0,Move,18,8,0,0
3.5,8.51,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,-19.01,1.5,0.0,-1.0,2.0,-9.01,1.5,0.0,1.0,-20.9999,-4.0021,1.5,0.0,1.0,-19.0,-9.01,1.5,0.0,Paranoia,0,0,1,3
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-21.0,1.5,0.0,-1.0,0.0,-21.0,1.5,0.0,1.0,-16.0,-2.0,1.5,0.0,1.0,-16.0,-3.0,1.5,0.0,Move,9,8,0,0
-15.5,3.5003,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,31.8003,-13.0003,1.5,0.0,-1.0,14.9979,-7.8041,1.5,0.0,1.0,34.0,4.9997,1.5,0.0,-1.0,15.0,-6.4972,1.5,0.0,Stay,0,0,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-20.0,-21.0,1.5,0.0,-1.0,-23.0,-21.0,1.5,0.0,1.0,-1.0,0.0,1.5,0.0,-1.0,-22.0,-21.0,1.5,0.0,Paranoia,0,0,18,-2
0.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,18.0,21.0,1.5,0.0,1.0,-2.0,0.3531,1.5,0.0,-1.0,-16.0,19.0,1.5,0.0,-1.0,-16.0,18.0,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-21.0,1.5,0.0,-1.0,0.0,-21.0,1.5,0.0,1.0,-16.0,-2.0,1.5,0.0,1.0,-16.0,-3.0,1.5,0.0,Move,4,-4,0,0
-15.5,7.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.0,-18.0,1.5,0.0,-1.0,12.0,-18.0,1.5,0.0,1.0,34.0,3.0,1.5,0.0,-1.0,13.0,-18.0,1.5,0.0,Move,9,6,0,0
18.5096,8.5,1.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.5096,-6.5,1.0,-2.0042,-6.0,1.5,0.0,-1.0,-0.0096,-6.0,-0.8,1.0,1.0,-35.0096,-3.0,1.5,0.0,1.0,-33.0167,-9.0,1.5,0.0,ReconBolt,0,0,18,-9
19.4994,8.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-21.9994,-19.0,1.5,0.0,1.0,-19.9994,-7.992,0.7,0.0,1.0,-35.9925,-3.0,1.5,0.0,1.0,-1.0004,-6.0,1.5,0.0,Stay,0,0,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.0,-19.0,1.5,0.0,-1.0,12.0,-19.0,1.5,0.0,1.0,34.0,2.0,1.5,0.0,-1.0,13.0,-19.0,1.5,0.0,Move,-12,1,0,0
-15.5,-0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.0,-10.0,1.5,0.0,-1.0,17.0,2.1696,1.5,0.0,1.0,-2.0,5.0,1.5,0.0,-1.0,15.9914,-1.0,1.5,0.0,ReconBolt,0,0,-16,-2
-15.5,-0.4928,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,34.0,-3.6618,1.5,0.0,-1.0,17.0,0.0313,1.5,0.0,1.0,31.0067,5.9928,0.0,1.0,-1.0,21.0,0.9875,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.5,0.0,-1.0,18.0,-14.2528,1.5,0.0,1.0,-16.0,-10.9913,1.5,0.0,1.0,-19.0,-6.9943,1.5,0.0,Stay,0,0,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,2.0,1.5,0.0,-1.0,14.0,-19.0,1.5,0.0,1.0,0.0,-1.0,1.5,0.0,1.0,16.0,2.0,1.5,0.0,Move,-13,-4,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-21.0,1.5,0.0,-1.0,0.0,-21.0,1.5,0.0,1.0,-16.0,-2.0,1.5,0.0,1.0,-16.0,-3.0,1.5,0.0,Move,11,3,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,9.085,-20.0,1.5,0.0,-1.0,-3.0,-17.6137,1.5,0.0,1.0,18.0,0.0,1.5,0.0,-1.0,-3.0,-21.0,1.5,0.0,Stay,0,0,0,0
3.5,8.5034,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,-0.0034,1.5,0.0,-1.0,-6.0,-19.0034,1.5,0.0,1.0,-23.9957,-4.0034,1.5,0.0,1.0,13.0073,-6.0034,1.5,0.0,ReconBolt,0,0,3,4
