obs_self_x,obs_self_y,obs_self_hp,obs_self_isDead,obs_self_hasSpike,obs_paranoia_charges,obs_recon_charges,obs_spike_state,obs_spike_isPlanted,obs_spike_relPlanted_x,obs_spike_relPlanted_y,obs_spike_isDropped,obs_spike_relDropped_x,obs_spike_relDropped_y,obs_agent0_relation,obs_agent0_rel_x,obs_agent0_rel_y,obs_agent0_hp,obs_agent0_isDead,obs_agent1_relation,obs_agent1_rel_x,obs_agent1_rel_y,obs_agent1_hp,obs_agent1_isDead,obs_agent2_relation,obs_agent2_rel_x,obs_agent2_rel_y,obs_agent2_hp,obs_agent2_isDead,obs_agent3_relation,obs_agent3_rel_x,obs_agent3_rel_y,obs_agent3_hp,obs_agent3_isDead,act_type,act_grid_x,act_grid_y,act_ability_target_x,act_ability_target_y
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,18.5791,-18.0,1.5,0.0,-1.0,12.0,-19.0,1.5,0.0,1.0,34.0,2.0,1.5,0.0,-1.0,13.0,-19.0,1.5,0.0,Stay,0,0,0,0
-15.5,7.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,3.0,1.5,0.0,-1.0,19.0362,-17.0,1.5,0.0,1.0,0.0,1.0,1.5,0.0,1.0,16.0,3.0,1.5,0.0,Stay,0,0,0,0
1.4943,-1.3847,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.0098,3.8847,1.5,0.0,1.0,12.0017,-8.1153,1.5,0.0,-1.0,-16.9943,5.4574,1.5,0.0,-1.0,-16.9943,1.776,1.5,0.0,Stay,0,0,0,0
16.505,0.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-19.005,-11.0,1.5,0.0,1.0,-15.0079,0.0,-0.8,1.0,1.0,-30.005,-5.0,1.5,0.0,1.0,-13.0044,-4.0,1.5,0.0,Stay,0,0,0,0
-2.5,-5.3636,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,21.0,11.1038,1.5,0.0,1.0,8.1364,-4.1364,1.5,0.0,-1.0,-13.0,13.8636,1.5,0.0,-1.0,-13.0,12.8636,1.5,0.0,Stay,0,0,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,1.542,1.5,0.0,-1.0,17.1492,-18.0,1.5,0.0,1.0,0.0,-1.0,1.5,0.0,1.0,16.0,2.0,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-21.0,1.5,0.0,-1.0,0.0,-21.0,1.5,0.0,1.0,-16.0,-2.0,1.5,0.0,1.0,-16.0,-3.0,1.5,0.0,Move,10,6,0,0
0.8886,-9.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,17.6114,19.6106,1.5,0.0,-1.0,-16.3886,18.0,1.5,0.0,-1.0,-16.3886,17.0,1.5,0.0,-1.0,-0.3886,20.0,1.5,0.0,Stay,0,0,0,0
12.4933,-9.5,1.5,0.0,0.0,1.0,1.0,3.0,1.0,5.5067,11.5,0.0,0.0,0.0,1.0,6.0067,16.0,0.0,1.0,-1.0,6.0067,12.0,-0.8,1.0,1.0,5.0031,14.7876,1.5,0.0,1.0,6.0033,5.0,0.7,0.0,Stay,0,0,0,0
-2.5,-9.5064,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0038,1.0064,1.5,0.0,1.0,-1.0,1.0064,1.5,0.0,-1.0,19.0016,12.0064,1.5,0.0,1.0,1.0,1.0064,1.5,0.0,Stay,0,0,0,0
18.503,8.5,1.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-37.503,-7.5,-1.0,-37.003,-6.6992,0.0,1.0,-1.0,-32.0011,-7.0,1.1,0.0,1.0,-2.0016,-6.0,1.5,0.0,-1.0,-30.0011,-7.0,1.1,0.0,Stay,0,0,0,0
3.5005,-3.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0044,4.0,1.5,0.0,-1.0,-6.0005,-7.0,1.5,0.0,1.0,-2.0035,4.0,-0.8,1.0,1.0,-17.0006,-3.9939,1.5,0.0,Stay,0,0,0,0
6.4049,5.5,0.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.9012,-14.0,0.0,1.0,1.0,-4.9049,-0.0074,1.5,0.0,-1.0,10.0967,-3.0,1.5,0.0,1.0,-4.9049,-5.0063,1.5,0.0,Stay,0,0,0,0
18.5015,8.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-20.9977,-17.0,1.5,0.0,-1.0,-22.0015,-17.0,1.5,0.0,1.0,-1.9998,-6.0,1.5,0.0,-1.0,-21.0015,-18.0064,1.5,0.0,ReconBolt,0,0,18,-10
-0.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.5,0.0,1.0,1.0052,14.0,1.5,0.0,-1.0,-16.9999,15.0079,1.5,0.0,-1.0,-15.0,10.0,1.5,0.0,Stay,0,0,0,0
-0.601,-4.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0965,-5.0,1.5,0.0,1.0,1.0965,3.0,1.5,0.0,-1.0,19.101,9.0,1.5,0.0,1.0,-0.896,-4.0,1.5,0.0,Stay,0,0,0,0
-15.5,-0.4926,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,2.9926,1.5,0.0,-1.0,13.0,-8.0074,1.5,0.0,1.0,-3.0,-3.9996,1.5,0.0,1.0,23.0,3.9926,1.5,0.0,Move,-15,-1,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,22.7073,-18.0,1.5,0.0,-1.0,13.0,-13.2859,1.5,0.0,1.0,34.0,-2.708,1.5,0.0,-1.0,15.0,-12.5916,1.5,0.0,Stay,0,0,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-21.0,-21.0,1.5,0.0,-1.0,-19.0,-21.0,1.5,0.0,1.0,-35.0,-2.0,1.5,0.0,1.0,-35.0,-3.0,1.5,0.0,Move,19,8,0,0
6.5,6.5,1.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,11.5,-4.5,1.0,12.0,-4.0,-0.8,1.0,-1.0,10.0095,-4.0,1.5,0.0,1.0,-2.2054,0.0,1.5,0.0,1.0,14.0,-13.0,1.5,0.0,Stay,0,0,0,0
-18.5,-3.4989,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.005,3.9989,1.5,0.0,-1.0,16.0,-7.0011,1.5,0.0,1.0,19.9971,3.9989,-0.8,1.0,1.0,24.0,-0.0044,1.5,0.0,ReconBolt,0,0,-13,-4
18.5096,8.5,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.5096,-6.5,1.0,-2.0042,-6.0,1.5,0.0,-1.0,-0.0096,-6.0,-0.8,1.0,1.0,-35.0096,-3.0,1.5,0.0,1.0,-33.0167,-9.0,1.5,0.0,Paranoia,0,0,18,-9
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,2.0,1.5,0.0,-1.0,14.0,-19.0,1.5,0.0,1.0,0.0,-1.0,1.5,0.0,1.0,16.0,2.0,1.5,0.0,Move,4,-10,0,0
18.2924,2.5,1.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,-0.2923,-2.5,-1.0,0.2077,-8.6934,0.0,1.0,1.0,-33.9981,-1.0,1.5,0.0,1.0,-24.2971,1.0,1.5,0.0,1.0,-18.9956,4.0,1.5,0.0,Move,16,8,0,0
0.5,-1.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-13.0,-4.9371,1.5,0.0,1.0,-1.0,-0.9371,1.5,0.0,-1.0,16.0014,4.0,1.5,0.0,1.0,-2.9908,-7.0,1.5,0.0,Stay,0,0,0,0
9.5,5.2191,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,-2.7191,1.5,0.0,-1.0,-12.0,-13.7191,1.5,0.0,1.0,-28.0,-8.0,1.5,0.0,1.0,-25.0,-5.7117,1.5,0.0,Stay,0,0,0,0
1.5,0.9171,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9951,-10.2951,1.5,0.0,1.0,-2.0,-4.4171,1.5,0.0,-1.0,16.0,4.5829,1.5,0.0,1.0,0.122,-1.422,1.5,0.0,Stay,0,0,0,0
-15.5,7.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.004,-16.0,1.5,0.0,-1.0,13.0,-13.2308,1.5,0.0,1.0,34.0,-1.9988,1.5,0.0,-1.0,13.0,-12.0092,1.5,0.0,Stay,0,0,0,0
-3.5,-8.5077,1.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,21.5,8.5077,-1.0,20.0087,11.0077,1.5,0.0,1.0,22.0,2.3143,0.0,1.0,-1.0,-15.0,4.0086,1.5,0.0,-1.0,-12.0,8.0166,1.5,0.0,Stay,0,0,0,0
18.5,8.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.9913,-6.0,1.5,0.0,-1.0,0.0,-15.0,1.5,0.0,1.0,-37.0,-9.5318,1.5,0.0,1.0,-34.0,-8.9911,1.5,0.0,ReconBolt,0,0,18,-10
-0.5,-4.3737,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,17.0053,6.8737,1.5,0.0,1.0,19.0,-1.2603,1.5,0.0,-1.0,-16.0,9.8737,1.5,0.0,-1.0,-14.0071,3.8737,1.5,0.0,Stay,0,0,0,0
1.3384,-9.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.1616,20.0,1.5,0.0,1.0,17.1616,5.2154,1.5,0.0,-1.0,-16.8384,9.0087,1.5,0.0,-1.0,-19.8384,13.0057,1.5,0.0,Stay,0,0,0,0
-15.5,-0.4926,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,34.0,-3.5261,1.5,0.0,-1.0,19.4869,5.9926,1.5,0.0,1.0,32.0,2.9926,1.5,0.0,-1.0,16.004,5.9926,1.5,0.0,Stay,0,0,0,0
-15.5,8.494,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,-5.994,1.5,0.0,-1.0,33.9987,-17.2089,1.5,0.0,1.0,0.0,-8.994,1.5,0.0,1.0,17.0,-5.9842,1.1,0.0,Move,1,2,0,0
-15.5,8.3142,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,-5.8142,1.5,0.0,-1.0,33.9953,-17.6174,1.5,0.0,1.0,0.0,-8.8142,1.5,0.0,1.0,17.0,-5.8044,1.1,0.0,Move,1,2,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-21.9962,-19.0,1.5,0.0,-1.0,-23.0,-19.0,1.5,0.0,1.0,-1.0,-2.9984,1.5,0.0,-1.0,-22.0,-20.0064,1.5,0.0,Move,19,8,0,0
-0.5,-3.5053,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.9947,-5.9947,1.5,0.0,1.0,0.7888,2.0053,1.5,0.0,-1.0,16.0033,9.0053,1.5,0.0,1.0,1.0,-6.9947,1.5,0.0,Stay,0,0,0,0
18.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-19.0,-21.0,1.5,0.0,-1.0,-22.0,-21.0,1.5,0.0,-1.0,-21.0,-21.0,1.5,0.0,-1.0,-18.0,-21.0,1.5,0.0,Move,16,5,0,0
19.5,10.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-22.0,-21.0,1.5,0.0,1.0,-19.0,0.0,1.5,0.0,1.0,-35.0,-2.0,1.5,0.0,1.0,-1.0,0.0,1.5,0.0,Move,17,0,0,0
-2.5,-9.5064,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0038,1.0064,1.5,0.0,1.0,-1.0,1.0064,1.5,0.0,-1.0,19.0016,12.0064,1.5,0.0,1.0,1.0,1.0064,1.5,0.0,Stay,0,0,0,0
-2.4919,-1.5,1.5,0.0,0.0,1.0,1.0,3.0,1.0,-16.5081,4.5,0.0,0.0,0.0,-1.0,-16.0081,2.6124,0.0,1.0,1.0,-16.0081,6.0,0.0,1.0,1.0,-16.0028,3.0,-0.4,1.0,1.0,-9.0081,5.0011,1.5,0.0,Stay,0,0,0,0
-15.307,1.5,0.7,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,-3.693,-0.5,1.0,-3.193,0.3008,0.0,1.0,-1.0,31.807,1.9965,1.5,0.0,1.0,2.0,0.0,1.1,0.0,1.0,-1.1154,-4.0004,-0.1,1.0,Stay,0,0,0,0
0.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,19.0,21.0,1.5,0.0,1.0,-3.0,0.0,1.5,0.0,-1.0,0.0,21.0,1.5,0.0,-1.0,-16.0,16.4626,1.5,0.0,Stay,0,0,0,0
1.5037,5.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0016,-3.0,1.5,0.0,-1.0,16.9963,-7.4916,1.5,0.0,1.0,-18.0037,0.0,1.5,0.0,1.0,-16.0108,-6.0,1.5,0.0,Move,1,3,0,0
-15.5,-0.4932,1.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,33.5,-7.5068,-1.0,34.0,-7.0082,0.0,1.0,-1.0,17.0,-0.0068,1.5,0.0,1.0,32.0043,2.9932,1.5,0.0,-1.0,24.0,5.9932,1.5,0.0,Move,-17,-4,0,0
0.7039,-3.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,15.8015,6.0,1.5,0.0,1.0,17.7961,-2.134,1.5,0.0,-1.0,-17.2039,9.0,1.5,0.0,-1.0,-15.211,3.0,1.5,0.0,Stay,0,0,0,0
16.5026,2.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-18.0026,-13.0,1.5,0.0,-1.0,-10.8147,-2.0052,1.5,0.0,1.0,-34.0026,2.0079,1.5,0.0,1.0,-32.0026,-3.0,1.5,0.0,Stay,0,0,0,0
-13.5,-4.1916,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,6.6916,1.5,0.0,-1.0,11.0,-4.3084,1.5,0.0,1.0,1.0,-0.304,1.5,0.0,1.0,23.0,-0.6851,1.5,0.0,Stay,0,0,0,0
16.5,2.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-19.0,-11.0,1.5,0.0,1.0,-35.0,-6.9922,1.5,0.0,1.0,-32.0,-2.9926,1.5,0.0,1.0,-9.0,1.0,1.5,0.0,Stay,0,0,0,0
4.5,6.4911,0.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,-16.9911,1.5,0.0,-1.0,-22.0,-1.9911,1.5,0.0,-1.0,-20.0,-6.9911,1.5,0.0,1.0,-1.7169,-0.9911,1.5,0.0,Stay,0,0,0,0
3.5005,-3.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0044,4.0,1.5,0.0,-1.0,-6.0005,-7.0,1.5,0.0,1.0,-2.0035,4.0,-0.8,1.0,1.0,-17.0006,-1.0,1.5,0.0,Stay,0,0,0,0
-1.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.995,11.0,1.5,0.0,-1.0,-15.9999,15.0079,1.5,0.0,-1.0,-14.0,10.0,1.5,0.0,1.0,2.3849,13.9982,-0.1,1.0,Stay,0,0,0,0
-13.5079,-3.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0129,4.0,1.5,0.0,-1.0,11.0079,-7.0,1.5,0.0,1.0,15.005,4.0,-0.8,1.0,1.0,17.0085,0.0,1.5,0.0,Move,-14,-5,0,0
-2.5,-5.5041,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.9952,-3.9959,1.5,0.0,1.0,-1.0,-4.0018,1.5,0.0,-1.0,21.0,15.0101,1.5,0.0,1.0,3.0,-4.9959,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,9.8871,-20.0,1.5,0.0,-1.0,-2.1129,-15.0,1.5,0.0,1.0,18.0,-7.8871,1.5,0.0,-1.0,-0.1129,-12.0,1.5,0.0,Stay,0,0,0,0
0.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,19.0,19.0,1.5,0.0,1.0,-3.0,0.0,1.5,0.0,-1.0,3.0,16.0085,1.5,0.0,-1.0,-19.0,9.8089,1.5,0.0,Stay,0,0,0,0
9.4957,5.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0043,-5.9969,1.5,0.0,-1.0,-11.9957,-16.0,1.5,0.0,1.0,-27.9957,-8.9962,1.5,0.0,1.0,8.0114,-10.0,1.5,0.0,Move,9,1,0,0
-14.5035,-0.5,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0035,3.0,1.5,0.0,-1.0,12.0035,-8.0,1.5,0.0,1.0,-2.3184,-3.0,1.5,0.0,1.0,22.0035,4.0,1.5,0.0,Move,-15,-4,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-20.3434,1.5,0.0,-1.0,-4.0,-21.0,1.5,0.0,1.0,18.0,0.0,1.5,0.0,-1.0,-3.0,-21.0,1.5,0.0,Stay,0,0,0,0
18.5039,8.5,1.1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,-0.5039,-7.5,-1.0,-0.0039,-7.0042,0.0,1.0,-1.0,-5.0085,-3.0,1.5,0.0,1.0,-1.9962,-6.0,1.5,0.0,-1.0,-12.0119,-8.0,1.5,0.0,Move,19,8,0,0
-15.5,8.5,1.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.0,-19.0,1.5,0.0,-1.0,16.0,-19.0,1.5,0.0,1.0,0.0,-1.0,1.5,0.0,-1.0,12.0,-19.0,1.5,0.0,Move,-19,4,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-20.0,-21.0,1.5,0.0,-1.0,-23.0,-21.0,1.5,0.0,1.0,-1.0,0.0,1.5,0.0,-1.0,-22.0,-21.0,1.5,0.0,Move,16,10,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,22.8165,-18.0,1.5,0.0,-1.0,12.0,-17.0034,1.5,0.0,1.0,34.0,2.0,1.5,0.0,-1.0,13.0,-19.0,1.5,0.0,Move,-19,-5,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.5,0.0,-1.0,-21.0,-21.0,1.5,0.0,1.0,-35.0,-2.0,1.5,0.0,1.0,-35.0,-3.0,1.5,0.0,Move,18,8,0,0
17.5,7.5,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9913,-5.0,1.5,0.0,-1.0,1.0,-13.6934,0.0,1.0,1.0,-36.0,-11.9991,1.5,0.0,1.0,-33.0,-7.9911,1.5,0.0,Move,16,7,0,0
19.4907,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.983,-6.0,1.5,0.0,-1.0,-31.9907,-13.0021,1.5,0.0,1.0,-37.9886,-4.0,1.5,0.0,1.0,-34.9907,-8.9967,1.5,0.0,Move,18,8,0,0
7.5041,2.5,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-10.0003,-11.0,1.5,0.0,-1.0,-11.0041,-11.0,1.5,0.0,1.0,8.9975,0.0,1.5,0.0,-1.0,-10.0041,-12.0064,1.5,0.0,Move,8,-1,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-12.0095,-20.0,1.5,0.0,-1.0,-22.0004,-18.2284,1.5,0.0,1.0,-1.0,-3.7698,1.5,0.0,-1.0,-22.0,-20.5313,1.5,0.0,Move,20,2,0,0
-3.5,-10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,20.005,11.0,1.5,0.0,1.0,1.0,0.0,1.5,0.0,-1.0,4.997,11.0,-0.8,1.0,-1.0,-15.0,7.0011,1.5,0.0,Stay,0,0,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.4418,1.5,0.0,-1.0,-17.0059,-20.0,1.5,0.0,1.0,-35.0,-2.0,1.5,0.0,1.0,-35.0,-3.0,1.5,0.0,Move,19,8,0,0
-12.5067,-3.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0067,6.0,1.5,0.0,-1.0,10.0067,-5.0,1.5,0.0,1.0,-1.9955,0.0,1.5,0.0,1.0,22.0067,0.2964,1.5,0.0,Stay,0,0,0,0
-15.5,7.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,3.0,1.5,0.0,-1.0,14.0,-18.0,1.5,0.0,1.0,0.0,1.0,1.5,0.0,1.0,16.0,3.0,1.5,0.0,Defuse,0,0,0,0
19.4946,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-20.9946,-19.0,1.5,0.0,-1.0,-15.988,-2.0001,0.7,0.0,1.0,-36.9946,-4.0,1.5,0.0,1.0,-34.9946,-9.0,1.5,0.0,Stay,0,0,0,0
18.4966,-4.5,0.7,0.0,0.0,0.0,0.0,3.0,1.0,-0.4966,6.5,0.0,0.0,0.0,1.0,0.0034,11.0,0.0,1.0,-1.0,0.0034,7.0,-0.8,1.0,1.0,-1.0011,10.0,1.5,0.0,1.0,-6.1892,-5.0,1.5,0.0,Stay,0,0,0,0
0.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-21.0,1.5,0.0,-1.0,0.0,-21.0,1.5,0.0,1.0,-16.0,-2.0,1.5,0.0,1.0,-16.0,-3.0,1.5,0.0,Move,0,-2,0,0
-3.5,-8.5077,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,20.0087,11.0077,1.5,0.0,1.0,17.9966,-0.9923,1.5,0.0,-1.0,-12.0,11.4932,1.5,0.0,-1.0,-12.0,8.0166,1.5,0.0,Stay,0,0,0,0
16.5,2.5,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.5,-0.5,-1.0,2.0,-0.0009,0.0,1.0,-1.0,-5.4156,3.0,1.5,0.0,-1.0,-14.004,3.0,0.0,1.0,-1.0,-10.4122,-12.0,1.5,0.0,Stay,0,0,0,0
18.5,2.4984,0.7,0.0,0.0,0.0,1.0,3.0,1.0,-0.5,-0.4984,0.0,0.0,0.0,-1.0,0.0,4.0017,0.0,1.0,1.0,0.0,0.0016,-0.8,1.0,-1.0,-7.4049,2.0017,1.5,0.0,-1.0,-19.0991,-11.9984,1.5,0.0,Stay,0,0,0,0
-18.5,-3.4977,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,17.0,-7.0023,1.5,0.0,-1.0,19.0034,8.9977,1.5,0.0,1.0,0.9937,-0.0023,1.5,0.0,-1.0,19.3849,6.9959,-0.1,1.0,Stay,0,0,0,0
1.5,4.4916,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-14.9916,1.5,0.0,1.0,2.9987,1.0084,0.7,0.0,-1.0,-19.0,0.0084,1.5,0.0,-1.0,-17.0,-4.9916,1.5,0.0,Stay,0,0,0,0
18.5,-0.5,1.5,0.0,0.0,0.0,0.0,3.0,1.0,-0.5,2.5,0.0,0.0,0.0,-1.0,0.0,2.996,-0.4,1.0,-1.0,-13.0,7.0,1.5,0.0,1.0,-2.0,3.0,0.0,1.0,-1.0,-15.0015,7.0,1.1,0.0,Move,18,0,0,0
18.6435,8.5,1.5,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,-0.6435,-7.5,-1.0,-0.1435,-7.0042,0.0,1.0,-1.0,-7.9029,-3.0,1.5,0.0,1.0,-2.1358,-6.0,1.5,0.0,-1.0,-13.9029,-9.0,1.5,0.0,Stay,0,0,0,0
19.5,10.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-20.0,-21.0,1.5,0.0,-1.0,-23.0,-21.0,1.5,0.0,1.0,-1.0,0.0,1.5,0.0,-1.0,-22.0,-21.0,1.5,0.0,Move,15,5,0,0
-15.5,7.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.0,-18.0,1.5,0.0,-1.0,16.0,-18.0,1.5,0.0,1.0,0.0,1.0,1.5,0.0,-1.0,12.0,-18.0,1.5,0.0,Stay,0,0,0,0
-15.5,8.5,1.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,-2.7598,1.5,0.0,-1.0,21.1364,-18.0,1.5,0.0,1.0,0.0,-1.0,1.5,0.0,1.0,16.0,2.0,1.5,0.0,Stay,0,0,0,0
